work_id,mp_name,mp_house,constituency,state,district,block,village,implementing_agency,work_type,work_description,sanctioned_amount,released_amount,expenditure,balance_amount,work_status,recommendation_date,sanction_date,completion_date,financial_year,latitude,longitude,is_demo
MPLADS-2023-KA-0058,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,Hunsur,Gopalganj,Mysore Urban Dev Authority,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Gopalganj,5200000.0,5200000.0,5114000.0,86000.0,Completed,2023-05-07,2023-05-31,2024-03-28,2023-24,12.35555,76.65601,True
MPLADS-2023-UT-0059,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Bakshi Ka Talab,Nehru Colony,UP State Construction Corp,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Nehru Colony,2890000.0,2890000.0,2760000.0,130000.0,Completed,2023-12-13,2024-01-14,2024-04-23,2023-24,26.94016,81.00249,True
MPLADS-2023-WE-0060,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-I,Gopalganj,WB PWD Nadia,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Gopalganj,4140000.0,2070000.0,1157000.0,913000.0,In Progress,2023-08-16,2023-09-01,,2023-24,23.50736,88.65636,True
MPLADS-2023-KA-0061,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,K.R. Nagar,Bhavani Peth,PWD Mysuru,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Bhavani Peth,2700000.0,675000.0,0.0,675000.0,Sanctioned,2023-05-24,2023-07-20,,2023-24,12.27459,76.63831,True
MPLADS-2023-TA-0062,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Annur,Hanuman Nagar,Tamil Nadu PWD,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Hanuman Nagar,2110000.0,1055000.0,698000.0,357000.0,In Progress,2023-12-20,2024-01-29,,2023-24,11.02702,76.93498,True
MPLADS-2023-KA-0063,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,Heggadadevankote,Shivaji Nagar,Zilla Panchayat Mysuru,School Classroom & Infrastructure,"Construction of two additional smart classrooms in Zilla Parishad School, Shivaji Nagar",1360000.0,340000.0,0.0,340000.0,Sanctioned,2023-06-07,2023-07-27,,2023-24,12.3872,76.63573,True
MPLADS-2023-MA-0064,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Ramtek,Nehru Colony,Nagpur Improvement Trust,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Nehru Colony,1200000.0,1200000.0,1199000.0,1000.0,Completed,2023-10-26,2023-12-15,2024-02-12,2023-24,21.13655,78.99639,True
MPLADS-2023-KA-0065,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,T. Narasipura,Nehru Colony,Mysore Urban Dev Authority,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Nehru Colony,4050000.0,4050000.0,3773000.0,277000.0,Completed,2023-08-03,2023-09-17,2024-02-02,2023-24,12.39705,76.64138,True
MPLADS-2023-KA-0066,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Hosakote,Hanuman Nagar,Zilla Panchayat Bangalore Rural,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Hanuman Nagar weekly market,780000.0,780000.0,483000.0,297000.0,In Progress,2023-08-23,2023-09-07,,2023-24,13.33099,77.63266,True
MPLADS-2023-TA-0067,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Melur,Green Park,PWD Water Resources,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Green Park weekly market,870000.0,435000.0,174000.0,261000.0,Stalled,2023-07-06,2023-08-10,,2023-24,9.86251,78.09171,True
MPLADS-2023-TA-0068,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Mettupalayam,Bhavani Peth,DRDA Coimbatore,Primary Health Sub-Center,"Supply of medical diagnostics, cold chain storage and OPD shed in Bhavani Peth",3470000.0,3470000.0,3203000.0,267000.0,Completed,2023-06-17,2023-08-13,2024-05-17,2023-24,11.12848,76.91548,True
MPLADS-2023-MA-0069,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Nashik Rural,Rampur,DRDA Nashik,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Rampur,3550000.0,3550000.0,3488000.0,62000.0,Completed,2023-06-19,2023-08-14,2024-03-18,2023-24,19.95875,73.83605,True
MPLADS-2023-MA-0070,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Trimbak,Hanuman Nagar,DRDA Nashik,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Hanuman Nagar,5130000.0,5130000.0,4748000.0,382000.0,Completed,2024-01-03,2024-02-18,2024-12-25,2023-24,20.04176,73.73877,True
MPLADS-2023-KA-0071,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Shivaji Nagar,KRIDL Rural Infra,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Shivaji Nagar,3660000.0,0.0,0.0,0.0,Sanctioned,2023-09-01,2023-10-30,,2023-24,13.25045,77.43847,True
MPLADS-2023-UT-0072,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Gopalganj,Lucknow Development Authority,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Gopalganj,820000.0,820000.0,794000.0,26000.0,Completed,2023-06-27,2023-07-23,2023-09-15,2023-24,26.87543,80.884,True
MPLADS-2023-WE-0073,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Shivaji Nagar,Zilla Parishad Nadia,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Shivaji Nagar,2490000.0,1245000.0,0.0,1245000.0,Sanctioned,2023-11-25,2023-12-10,,2023-24,23.48218,88.45423,True
MPLADS-2023-UT-0074,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Adarsh Nagar,PWD Lucknow,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Adarsh Nagar,1360000.0,1360000.0,1293000.0,67000.0,Completed,2023-12-04,2024-01-12,2024-05-11,2023-24,26.86465,81.06445,True
MPLADS-2023-UT-0075,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Harahua,Adarsh Nagar,Varanasi Nagar Nigam,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Adarsh Nagar,2610000.0,1958000.0,1423000.0,535000.0,In Progress,2023-12-11,2023-12-29,,2023-24,25.25283,83.04636,True
MPLADS-2023-KA-0076,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Hosakote,Surya Nagar,PWD Karnataka,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Surya Nagar weekly market,1130000.0,565000.0,0.0,565000.0,Sanctioned,2023-05-20,2023-06-12,,2023-24,13.18206,77.61427,True
MPLADS-2023-MA-0077,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Hingna,Sundar Nagar,Zilla Parishad Nagpur,Community Hall,Development of public cultural center and community shed at Sundar Nagar,1860000.0,1860000.0,1828000.0,32000.0,Completed,2023-06-29,2023-08-09,2024-03-09,2023-24,21.1532,79.18744,True
MPLADS-2023-KA-0078,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,K.R. Nagar,Surya Nagar,Zilla Panchayat Mysuru,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Surya Nagar",1230000.0,1230000.0,1227000.0,3000.0,Completed,2023-05-09,2023-06-22,2023-09-20,2023-24,12.40794,76.7125,True
MPLADS-2023-UT-0079,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Kashi Vidyapeeth,Adarsh Nagar,UP Jal Nigam,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Adarsh Nagar,750000.0,750000.0,613000.0,137000.0,In Progress,2023-08-13,2023-10-10,,2023-24,25.2236,82.91002,True
MPLADS-2023-MA-0080,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Ramtek,Vikas Nagar,PWD Nagpur,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Vikas Nagar,760000.0,380000.0,143000.0,237000.0,In Progress,2023-09-02,2023-10-16,,2023-24,21.2529,79.04125,True
MPLADS-2023-TA-0081,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Pollachi,Green Park,Tamil Nadu PWD,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Green Park,1110000.0,1110000.0,1087000.0,23000.0,Completed,2024-01-02,2024-02-28,2024-05-02,2023-24,11.1093,76.99298,True
MPLADS-2023-TA-0082,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Melur,Nehru Colony,Madurai Municipal Corp,Rural Road & Culvert,Construction of cement concrete (CC) internal village road at Nehru Colony,3000000.0,3000000.0,2925000.0,75000.0,Completed,2023-10-03,2023-11-02,2024-06-18,2023-24,10.02161,78.15456,True
MPLADS-2023-MA-0083,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Sinnar,Chandrapur,Zilla Parishad Nashik,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Chandrapur",630000.0,630000.0,596000.0,34000.0,Completed,2023-04-11,2023-05-09,2023-07-04,2023-24,20.06637,73.71905,True
MPLADS-2023-WE-0084,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Chakdaha,Gopalganj,WB PWD Nadia,Rural Road & Culvert,Construction of cement concrete (CC) internal village road at Gopalganj,3930000.0,3930000.0,3925000.0,5000.0,Completed,2023-04-02,2023-05-25,2023-09-25,2023-24,23.48065,88.62814,True
MPLADS-2023-MA-0085,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Nagpur Rural,Rampur,Nagpur Improvement Trust,Rural Road & Culvert,Construction of cement concrete (CC) internal village road at Rampur,3390000.0,3390000.0,3153000.0,237000.0,Completed,2023-06-29,2023-07-15,2024-01-28,2023-24,21.15206,79.14716,True
MPLADS-2023-TA-0086,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Melur,Patel Nagar,District Rural Dev Agency,Community Hall,Development of public cultural center and community shed at Patel Nagar,2110000.0,2110000.0,1238000.0,872000.0,In Progress,2023-04-23,2023-06-16,,2023-24,9.91513,78.23117,True
MPLADS-2023-MA-0087,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Niphad,Subhash Nagar,DRDA Nashik,Community Hall,Development of public cultural center and community shed at Subhash Nagar,2400000.0,600000.0,0.0,600000.0,Sanctioned,2023-05-08,2023-06-20,,2023-24,20.02349,73.68556,True
MPLADS-2023-UT-0088,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Lakshmipuram,PWD Lucknow,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Lakshmipuram,3160000.0,1580000.0,1215000.0,365000.0,In Progress,2023-05-21,2023-07-02,,2023-24,26.88292,81.01075,True
MPLADS-2023-KA-0089,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,K.R. Nagar,Kaveri Nagar,PWD Mysuru,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Kaveri Nagar,2880000.0,2880000.0,2803000.0,77000.0,Completed,2023-09-08,2023-09-29,2024-04-01,2023-24,12.40466,76.68424,True
MPLADS-2023-TA-0090,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Pollachi,Khadki,Tamil Nadu PWD,School Classroom & Infrastructure,"Construction of two additional smart classrooms in Zilla Parishad School, Khadki",2070000.0,2070000.0,1710000.0,360000.0,In Progress,2023-06-06,2023-07-14,,2023-24,11.0316,76.9966,True
MPLADS-2023-TA-0091,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Thiruparankundram,Shivpur,District Rural Dev Agency,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Shivpur,2640000.0,2640000.0,2461000.0,179000.0,Completed,2024-01-21,2024-02-11,2024-09-11,2023-24,9.85902,78.02577,True
MPLADS-2023-WE-0092,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-I,Patel Nagar,Zilla Parishad Nadia,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Patel Nagar,1460000.0,1460000.0,1452000.0,8000.0,Completed,2024-01-11,2024-03-05,2024-05-23,2023-24,23.35795,88.50208,True
MPLADS-2023-UT-0093,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Sarojini Nagar,Devipura,Lucknow Development Authority,Sanitation Facility / Public Toilet,Construction of community sanitary complex with bio-toilets for women at Devipura,1030000.0,1030000.0,1000000.0,30000.0,Completed,2023-05-06,2023-06-15,2023-07-28,2023-24,26.74872,80.95352,True
MPLADS-2023-TA-0094,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Thiruparankundram,Devipura,PWD Water Resources,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Devipura,3750000.0,0.0,0.0,0.0,Sanctioned,2023-05-14,2023-07-04,,2023-24,9.84298,78.14808,True
MPLADS-2023-MA-0095,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Niphad,Bhavani Peth,DRDA Nashik,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Bhavani Peth,720000.0,720000.0,687000.0,33000.0,Completed,2023-12-19,2024-01-16,2024-03-04,2023-24,20.04027,73.81215,True
MPLADS-2023-WE-0096,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-I,Gandhi Gram,WB PWD Nadia,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Gandhi Gram,450000.0,338000.0,155000.0,183000.0,In Progress,2023-07-18,2023-08-21,,2023-24,23.3798,88.55587,True
MPLADS-2023-TA-0097,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Sulur,Green Park,Coimbatore City Corp,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Green Park,3850000.0,3850000.0,3807000.0,43000.0,Completed,2023-09-29,2023-11-25,2024-05-03,2023-24,11.00149,76.94614,True
MPLADS-2023-MA-0098,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Trimbak,Patel Nagar,DRDA Nashik,School Classroom & Infrastructure,"Installation of rooftop solar panels and clean sanitation facility in Govt High School, Patel Nagar",1930000.0,1930000.0,1925000.0,5000.0,Completed,2023-05-29,2023-07-01,2023-10-05,2023-24,20.06982,73.81815,True
MPLADS-2023-UT-0099,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Kashi Vidyapeeth,Gopalganj,UP Jal Nigam,School Classroom & Infrastructure,"Installation of rooftop solar panels and clean sanitation facility in Govt High School, Gopalganj",1620000.0,810000.0,0.0,810000.0,Sanctioned,2023-10-20,2023-11-09,,2023-24,25.27908,82.93384,True
MPLADS-2023-KA-0100,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Devanahalli,Lakshmipuram,PWD Karnataka,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Lakshmipuram,1020000.0,1020000.0,950000.0,70000.0,Completed,2023-06-15,2023-08-10,2023-10-19,2023-24,13.21424,77.46169,True
MPLADS-2023-MA-0101,Girish Bapat / Successor Rep,Lok Sabha,Pune (Lok Sabha),Maharashtra,Pune,Ambegaon,Patel Nagar,MSEDCL Maharashtra,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Patel Nagar weekly market,930000.0,465000.0,0.0,465000.0,Sanctioned,2023-09-13,2023-11-03,,2023-24,18.47627,73.84224,True
MPLADS-2023-TA-0102,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Melur,Patel Nagar,PWD Water Resources,Community Hall,Development of public cultural center and community shed at Patel Nagar,2110000.0,2110000.0,1951000.0,159000.0,Completed,2023-11-23,2023-12-27,2024-07-07,2023-24,9.82362,78.20722,True
MPLADS-2023-MA-0103,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Ramtek,Gandhi Gram,Zilla Parishad Nagpur,School Classroom & Infrastructure,"Installation of rooftop solar panels and clean sanitation facility in Govt High School, Gandhi Gram",1820000.0,910000.0,0.0,910000.0,Sanctioned,2023-11-17,2023-12-04,,2023-24,21.18224,79.04537,True
MPLADS-2023-TA-0104,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Pollachi,Chandrapur,Coimbatore City Corp,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Chandrapur",1390000.0,695000.0,303000.0,392000.0,In Progress,2023-12-15,2024-01-04,,2023-24,11.00186,76.94126,True
MPLADS-2023-WE-0105,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Navi Vasti,Zilla Parishad Nadia,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Navi Vasti,2110000.0,2110000.0,1021000.0,1089000.0,In Progress,2023-04-27,2023-06-24,,2023-24,23.43013,88.57041,True
MPLADS-2023-TA-0106,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Melur,Subhash Nagar,District Rural Dev Agency,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Subhash Nagar,670000.0,168000.0,0.0,168000.0,Sanctioned,2023-06-12,2023-08-03,,2023-24,10.03745,78.16744,True
MPLADS-2023-TA-0107,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Perur,Khadki,DRDA Coimbatore,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Khadki,2820000.0,2820000.0,2393000.0,427000.0,In Progress,2023-06-05,2023-07-11,,2023-24,11.11579,76.85823,True
MPLADS-2023-TA-0108,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai East,Navi Vasti,PWD Water Resources,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Navi Vasti,1010000.0,1010000.0,940000.0,70000.0,Completed,2023-07-08,2023-08-23,2023-10-16,2023-24,9.87619,78.18895,True
MPLADS-2023-WE-0109,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Sundar Nagar,Public Health Engineering WB,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Sundar Nagar,550000.0,275000.0,145000.0,130000.0,In Progress,2023-06-24,2023-07-20,,2023-24,23.51333,88.49351,True
MPLADS-2023-TA-0110,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Thiruparankundram,Green Park,Madurai Municipal Corp,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Green Park,1570000.0,1570000.0,1563000.0,7000.0,Completed,2023-07-09,2023-08-23,2023-12-02,2023-24,9.916,78.06743,True
MPLADS-2023-TA-0111,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai West,Vikas Nagar,Madurai Municipal Corp,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Vikas Nagar,750000.0,375000.0,259000.0,116000.0,In Progress,2023-10-08,2023-11-22,,2023-24,9.92902,78.02972,True
MPLADS-2023-MA-0112,Girish Bapat / Successor Rep,Lok Sabha,Pune (Lok Sabha),Maharashtra,Pune,Shirur,Lakshmipuram,MSEDCL Maharashtra,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Lakshmipuram,780000.0,0.0,0.0,0.0,Sanctioned,2023-11-17,2023-12-16,,2023-24,18.49998,73.83185,True
MPLADS-2023-UT-0113,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Kashi Vidyapeeth,Krishnapuram,UP Jal Nigam,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Krishnapuram,990000.0,495000.0,159000.0,336000.0,In Progress,2023-09-19,2023-10-10,,2023-24,25.41778,82.96729,True
MPLADS-2023-KA-0114,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,K.R. Nagar,Rampur,Mysore Urban Dev Authority,Community Hall,Construction of multipurpose community hall in Rampur,1760000.0,880000.0,0.0,880000.0,Sanctioned,2024-01-06,2024-01-30,,2023-24,12.30247,76.54608,True
MPLADS-2023-UT-0115,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Pindra,Shivpur,UP Jal Nigam,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Shivpur,1280000.0,1280000.0,1263000.0,17000.0,Completed,2023-11-21,2024-01-14,2024-05-01,2023-24,25.34082,82.85784,True
MPLADS-2023-WE-0116,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Kaveri Nagar,Zilla Parishad Nadia,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Kaveri Nagar,1890000.0,1890000.0,1840000.0,50000.0,Completed,2023-10-31,2023-12-21,2024-08-31,2023-24,23.58492,88.45274,True
MPLADS-2023-WE-0117,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Hanskhali,Shivpur,Zilla Parishad Nadia,Primary Health Sub-Center,"Supply of medical diagnostics, cold chain storage and OPD shed in Shivpur",5440000.0,5440000.0,5034000.0,406000.0,Completed,2023-04-09,2023-05-10,2023-12-07,2023-24,23.52691,88.58728,True
MPLADS-2023-WE-0118,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Krishnapuram,WB PWD Nadia,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Krishnapuram,980000.0,490000.0,196000.0,294000.0,Stalled,2023-11-24,2023-12-20,,2023-24,23.46585,88.48025,True
MPLADS-2023-KA-0119,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Navi Vasti,KRIDL Rural Infra,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Navi Vasti,1410000.0,705000.0,0.0,705000.0,Sanctioned,2023-09-09,2023-09-26,,2023-24,13.26817,77.6207,True
MPLADS-2023-TA-0120,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai East,Kalyanpur,District Rural Dev Agency,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Kalyanpur,4130000.0,4130000.0,4064000.0,66000.0,Completed,2023-09-17,2023-10-05,2024-04-23,2023-24,10.01868,78.17819,True
MPLADS-2023-TA-0121,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai West,Nehru Colony,PWD Water Resources,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Nehru Colony,2300000.0,2300000.0,1227000.0,1073000.0,In Progress,2023-08-15,2023-10-02,,2023-24,9.90855,78.23862,True
MPLADS-2023-KA-0122,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,T. Narasipura,Khadki,PWD Mysuru,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Khadki,2600000.0,2600000.0,2484000.0,116000.0,Completed,2023-11-05,2023-12-18,2024-07-09,2023-24,12.18597,76.72821,True
MPLADS-2023-UT-0123,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Sarojini Nagar,Shivpur,PWD Lucknow,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Shivpur,2290000.0,2290000.0,889000.0,1401000.0,In Progress,2023-12-19,2024-01-26,,2023-24,26.73417,81.02988,True
MPLADS-2023-TA-0124,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Sulur,Gopalganj,Tamil Nadu PWD,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Gopalganj weekly market,860000.0,860000.0,802000.0,58000.0,Completed,2024-01-16,2024-02-24,2024-05-31,2023-24,11.12452,76.92508,True
MPLADS-2023-MA-0125,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Kamptee,Krishnapuram,Zilla Parishad Nagpur,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Krishnapuram,1940000.0,1940000.0,1814000.0,126000.0,Completed,2023-05-29,2023-06-28,2023-11-16,2023-24,21.11868,79.103,True
MPLADS-2023-UT-0126,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Vikas Nagar,Lucknow Development Authority,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Vikas Nagar,4270000.0,4270000.0,4220000.0,50000.0,Completed,2023-07-12,2023-08-27,2024-03-19,2023-24,26.76814,80.99741,True
MPLADS-2023-MA-0127,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Hingna,Krishnapuram,Zilla Parishad Nagpur,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Krishnapuram,4010000.0,2005000.0,0.0,2005000.0,Sanctioned,2023-09-01,2023-10-04,,2023-24,21.1961,79.13625,True
MPLADS-2023-KA-0128,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,Heggadadevankote,Chandrapur,PWD Mysuru,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Chandrapur,910000.0,910000.0,879000.0,31000.0,Completed,2023-04-14,2023-05-30,2023-09-11,2023-24,12.36868,76.6518,True
MPLADS-2023-WE-0129,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-I,Gandhi Gram,Zilla Parishad Nadia,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Gandhi Gram,3780000.0,1890000.0,697000.0,1193000.0,In Progress,2023-10-27,2023-12-07,,2023-24,23.42709,88.4543,True
MPLADS-2023-TA-0130,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai West,Shivaji Nagar,District Rural Dev Agency,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Shivaji Nagar,950000.0,950000.0,940000.0,10000.0,Completed,2023-11-08,2023-12-01,2024-02-22,2023-24,9.835,78.03652,True
